Unnamed: 0,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted
378,from_0_to_200,36,Existing_credits_paid_till_now,new_car,8993.15164806494,<100DM,>7yrs,4,male_single,None,2,unknown/no_property,57.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
379,None,6,Critical_acct_other_credits_existing,new_car,622.0,100_to_500DM,1_to_4yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,52.0,none,own,2,unskilled_resident,1,none,yes,0
380,0_checking,20,Existing_credits_paid_till_now,furniture/equipment,3175.0,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,39.0,none,own,1,skilled_employee/official,1,yes,yes,0
381,from_0_to_200,18`,Existing_credits_paid_till_now,used_car,7291.0,<100DM,unemployed,3,feemale_divorced/separated/married,None,4,unknown/no_property,,none,for_free,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
382,None,22,Existing_credits_paid_till_now,new_car,762.0,Unknown_or_no_savings_acct,4_to_7yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,25.0,none,rent,1,skilled_employee/official,1,none,yes,0
383,more_than_200,12,Existing_credits_paid_till_now,new_car,2295.0,<100DM,<1yr,4,male_single,None,1,real_estate,26.0,none,own,1,skilled_employee/official,1,none,yes,0
384,None,30,Delay_in_past,business,2798.0,100_to_500DM,1_to_4yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,26.0,none,own,2,unskilled_resident,1,none,yes,0
385,None,18`,Critical_acct_other_credits_existing,radio/television,1311.964722327687,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,1,car_or_other_nonsavings,25.0,none,own,2,skilled_employee/official,1,none,yes,0
386,None,18`,Existing_credits_paid_till_now,radio/television,2682.0,Unknown_or_no_savings_acct,<1yr,4,female_divorced/separated/married,None,2,real_estate,21.0,none,rent,1,skilled_employee/official,1,yes,yes,0
387,from_0_to_200,18`,Critical_acct_other_credits_existing,furniture/equipment,2539.0,<100DM,unemployed,4,male_single,None,4,building_society_savings_agreement/life_insurance,40.0,stores,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
388,from_zero_to_200,15,Critical_acct_other_credits_existing,business,1858.0,500_to_1000DM,1_to_4yrs,2,male_single,None,4,car_or_other_nonsavings,27.0,bank,own,1,skilled_employee/official,1,none,yes,0
389,None,9,Existing_credits_paid_till_now,business,1722.0,<100DM,4_to_7yrs,3,female_divorced/separated/married,None,2,car_or_other_nonsavings,27.0,none,own,2,skilled_employee/official,1,none,yes,0
390,None,18`,Existing_credits_paid_till_now,new_car,19300.0,<100DM,1_to_4yrs,2,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,30.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
391,from_zero_to_200,12,Existing_credits_paid_till_now,furniture/equipment,4590.301651770255,>1000DM,<1yr,1,female_divorced/separated/married,None,4,real_estate,19.0,none,rent,1,unskilled_resident,1,none,yes,0
392,0_checking,None,None,new_car,4543.0,<100DM,4_to_7yrs,2,male_single,None,4,unknown/no_property,39.0,bank,for_free,1,management_self-employed_highly_qualified/officer,2,yes,yes,0
393,0_checking,6,Critical_acct_other_credits_existing,radio/television,2582.894250458853,<100DM,4_to_7yrs,1,feemale_divorced/separated/married,None,4,car_or_other_nonsavings,31.0,none,own,1,skilled_employee/official,1,none,yes,0
394,None,9,Critical_acct_other_credits_existing,furniture/equipment,3446.0,<100DM,unemployed,2,male_single,None,3,car_or_other_nonsavings,31.0,none,own,1,management_self-employed_highly_qualified/officer,1,none,yes,0
395,from_zero_to_200,None,Delay_in_past,education,2039.9035915016643,100_to_500DM,4_to_7yrs,2,male_single,None,3,unknown/no_property,32.0,none,rent,1,skilled_employee/official,1,yes,yes,0
396,0_checking,12,Existing_credits_paid_till_now,furniture/equipment,4512.0,<100DM,unemployed,3,feemale_divorced/separated/married,None,4,unknown/no_property,55.0,none,for_free,1,management_self-employed_highly_qualified/officer,1,none,yes,0
397,0_checking,36,Critical_acct_other_credits_existing,furniture/equipment,1918.747651772318,<100DM,1_to_4yrs,3,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,46.0,none,own,2,skilled_employee/official,1,yes,yes,0
398,from_zero_to_200,12,Existing_credits_paid_till_now,new_car,5482.0,<100DM,>7yrs,1,male_divorced/separated,None,1,real_estate,46.0,none,rent,2,skilled_employee/official,1,none,yes,1
399,None,24,Critical_acct_other_credits_existing,radio/television,2311.339900120484,>1000DM,1_to_4yrs,4,female_divorced/separated/married,None,1,real_estate,43.0,none,own,2,unskilled_resident,1,none,yes,0
400,None,18`,Existing_credits_paid_till_now,radio/television,2970.0,<100DM,<1yr,3,male_married/widowed,None,4,real_estate,39.0,none,own,1,skilled_employee/official,1,yes,yes,0
401,from_zero_to_200,18`,Critical_acct_other_credits_existing,business,4106.0,Unknown_or_no_savings_acct,1_to_4yrs,4,male_married/widowed,None,4,real_estate,28.0,bank,own,2,skilled_employee/official,1,none,yes,0
402,None,24,Delay_in_past,business,9180.568508945207,<100DM,<1yr,2,male_single,None,2,car_or_other_nonsavings,27.0,bank,own,2,skilled_employee/official,1,yes,yes,1
403,None,14,None,new_car,773.8859545118613,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,27.0,none,own,2,unskilled_resident,1,none,yes,0
404,from_0_to_200,None,Delay_in_past,new_car,4117.278186644837,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,car_or_other_nonsavings,43.0,none,own,1,skilled_employee/official,2,none,yes,0
405,from_0_to_200,24,Existing_credits_paid_till_now,radio/television,8550.556954141044,<100DM,<1yr,1,male_married/widowed,None,1,building_society_savings_agreement/life_insurance,22.0,none,own,1,skilled_employee/official,1,yes,yes,1
406,None,24,Critical_acct_other_credits_existing,used_car,4870.0,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,43.0,none,own,2,skilled_employee/official,2,yes,yes,0
407,0_checking,15,Existing_credits_paid_till_now,radio/television,3494.7354563469758,<100DM,<1yr,4,male_married/widowed,None,2,real_estate,27.0,none,own,1,skilled_employee/official,1,none,no,0
408,None,None,Existing_credits_paid_till_now,radio/television,4339.0,500_to_1000DM,>7yrs,3,male_divorced/separated,None,2,car_or_other_nonsavings,26.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
409,more_than_200,12,Critical_acct_other_credits_existing,new_car,5348.342548585204,500_to_1000DM,4_to_7yrs,4,male_married/widowed,None,2,real_estate,28.0,none,own,3,skilled_employee/official,1,yes,yes,1
410,from_zero_to_200,24,Existing_credits_paid_till_now,radio/television,767.0,<100DM,>7yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,20.0,none,own,1,skilled_employee/official,1,yes,yes,0
411,None,33,Critical_acct_other_credits_existing,used_car,3310.0,<100DM,4_to_7yrs,3,male_single,None,2,car_or_other_nonsavings,35.0,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0
412,None,12,Critical_acct_other_credits_existing,business,1117.0,<100DM,unemployed,4,male_single,None,2,car_or_other_nonsavings,,stores,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
413,None,10,Existing_credits_paid_till_now,new_car,2331.0,500_to_1000DM,1_to_4yrs,3,male_single,None,2,unknown/no_property,40.0,none,rent,1,unskilled_resident,2,none,no,0
414,0_checking,24,Existing_credits_paid_till_now,new_car,5217.0,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,35.0,none,own,1,skilled_employee/official,1,none,yes,1
415,None,36,Critical_acct_other_credits_existing,used_car,3371.0,<100DM,>7yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,35.0,none,own,2,skilled_employee/official,2,yes,yes,0
416,0_checking,12,Existing_credits_paid_till_now,new_car,6245.119955697688,<100DM,<1yr,4,male_single,None,1,real_estate,33.0,none,own,1,unskilled_resident,2,none,yes,1
417,0_checking,18`,Delay_in_past,education,2729.0,Unknown_or_no_savings_acct,1_to_4yrs,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,23.0,none,rent,2,skilled_employee/official,1,yes,yes,0
418,None,21,Existing_credits_paid_till_now,new_car,2659.8731068399834,500_to_1000DM,4_to_7yrs,1,feemale_divorced/separated/married,None,2,car_or_other_nonsavings,,bank,own,1,management_self-employed_highly_qualified/officer,1,none,yes,0
419,from_zero_to_200,18`,Existing_credits_paid_till_now,newcar,7106.851209511115,Unknown_or_no_savings_acct,1_to_4yrs,4,feemale_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,33.0,none,own,1,skilled_employee/official,1,none,yes,1
420,None,15,Existing_credits_paid_till_now,new_car,2560.0,>1000DM,4_to_7yrs,2,feemale_divorced/separated/married,None,3,car_or_other_nonsavings,20.0,none,rent,1,skilled_employee/official,1,none,yes,0
421,from_zero_to_200,12,Existing_credits_paid_till_now,used_car,557.0,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,30.0,none,own,1,skilled_employee/official,1,none,yes,0
422,from_zero_to_200,12,Critical_acct_other_credits_existing,new_car,1687.9972703139194,<100DM,4_to_7yrs,2,male_single,None,3,real_estate,47.0,none,own,2,unskilled_resident,2,none,yes,0
423,None,21,None,furniture/equipment,1239.0,100_to_500DM,4_to_7yrs,4,male_single,None,3,real_estate,34.0,none,own,2,management_self-employed_highly_qualified/officer,1,none,yes,0
424,from_zero_to_200,None,Existing_credits_paid_till_now,furniture/equipment,9560.0,Unknown_or_no_savings_acct,>7yrs,1,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,25.0,bank,own,1,skilled_employee/official,1,yes,yes,1
425,from_zero_to_200,18`,Existing_credits_paid_till_now,used_car,658.0,<100DM,1_to_4yrs,1,male_married/widowed,None,3,car_or_other_nonsavings,21.0,none,rent,1,skilled_employee/official,1,yes,yes,0
426,None,28,Critical_acct_other_credits_existing,radio/television,2936.0,<100DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,29.0,none,own,2,skilled_employee/official,1,none,yes,0
427,None,18`,Critical_acct_other_credits_existing,radio/television,3113.0,>1000DM,1_to_4yrs,4,male_single,None,3,real_estate,46.0,none,own,2,skilled_employee/official,1,none,yes,0
428,None,9,Existing_credits_paid_till_now,furniture/equipment,3710.7143499480894,<100DM,>7yrs,1,male_single,None,4,car_or_other_nonsavings,,none,own,1,skilled_employee/official,1,none,yes,0
429,0_checking,18`,Critical_acct_other_credits_existing,repairs,8088.204057387448,<100DM,unemployed,2,female_divorced/separated/married,None,4,unknown/no_property,55.0,none,for_free,3,unemployed/unskilled_nonresident,2,none,yes,1
430,None,5,Existing_credits_paid_till_now,business,6923.0,<100DM,4_to_7yrs,1,male_single,None,4,real_estate,74.0,none,own,1,unskilled_resident,1,none,yes,0
431,from_0_to_200,24,Existing_credits_paid_till_now,other,27389.0,<100DM,1_to_4yrs,2,male_single,co-applicant,3,car_or_other_nonsavings,29.0,bank,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1
432,0_checking,6,Critical_acct_other_credits_existing,furniture/equipment,4101.096937234406,<100DM,unemployed,4,male_single,None,4,unknown/no_property,36.0,none,for_free,3,management_self-employed_highly_qualified/officer,1,yes,yes,0
433,None,24,Critical_acct_other_credits_existing,repairs,2839.0,<100DM,1_to_4yrs,4,male_divorced/separated,None,2,real_estate,33.0,none,own,2,skilled_employee/official,1,yes,yes,0
434,0_checking,9,Existing_credits_paid_till_now,furniture/equipment,1204.0,<100DM,1_to_4yrs,3,male_single,None,2,real_estate,25.0,none,own,1,skilled_employee/official,1,none,yes,0
435,from_zero_to_200,12,Existing_credits_paid_till_now,radio/television,5893.0,Unknown_or_no_savings_acct,1_to_4yrs,2,male_married/widowed,None,1,real_estate,25.0,none,own,1,skilled_employee/official,1,yes,yes,1
436,None,6,None,repairs,2594.4279659890562,500_to_1000DM,4_to_7yrs,2,male_married/widowed,None,4,real_estate,23.0,none,rent,1,unskilled_resident,1,none,yes,0
437,None,24,Critical_acct_other_credits_existing,new_car,2349.0,>1000DM,>7yrs,4,female_divorced/separated/married,None,4,real_estate,37.0,none,own,2,skilled_employee/official,1,yes,yes,0
438,0_checking,42,Critical_acct_other_credits_existing,repairs,2945.5393745352812,<100DM,unemployed,4,male_single,co-applicant,4,car_or_other_nonsavings,65.0,none,own,2,unemployed/unskilled_nonresident,1,none,yes,0
439,more_than_200,12,All_credits_paid_duly,business,8961.0,<100DM,<1yr,4,female_divorced/separated/married,None,1,real_estate,26.0,none,own,1,unemployed/unskilled_nonresident,1,none,yes,1
440,None,12,Existing_credits_paid_till_now,new_car,2805.625699901377,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,39.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
441,0_checking,12,None,furniture/equipment,4976.0,<100DM,1_to_4yrs,2,feemale_divorced/separated/married,co-applicant,3,building_society_savings_agreement/life_insurance,30.0,none,own,1,skilled_employee/official,1,none,yes,0
442,from_0_to_200,20,Delay_in_past,other,1246.9636833500415,<100DM,1_to_4yrs,2,male_single,None,3,car_or_other_nonsavings,29.0,bank,own,2,skilled_employee/official,1,yes,yes,0
443,None,12,Existing_credits_paid_till_now,education,7873.656770524834,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,41.0,bank,own,1,unskilled_resident,2,none,yes,1
444,from_zero_to_200,48,Critical_acct_other_credits_existing,furniture/equipment,7056.0,<100DM,1_to_4yrs,2,feemale_divorced/separated/married,None,3,car_or_other_nonsavings,30.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1
445,None,9,Critical_acct_other_credits_existing,education,851.8002305258477,Unknown_or_no_savings_acct,>7yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,41.0,none,rent,2,unskilled_resident,1,none,yes,0
446,zero_checking,36,Existing_credits_paid_till_now,new_car,3172.0,<100DM,<1yr,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,34.0,none,own,1,skilled_employee/official,1,yes,yes,1
447,from_zero_to_200,7,Existing_credits_paid_till_now,radio/television,1599.0,<100DM,1_to_4yrs,2,male_single,guarantor,2,real_estate,35.0,none,own,1,skilled_employee/official,1,none,yes,0
448,more_than_200,None,Existing_credits_paid_till_now,furniture/equipment,1141.0,Unknown_or_no_savings_acct,>7yrs,3,feemale_divorced/separated/married,None,4,real_estate,55.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
449,from_zero_to_200,15,None,repairs,5080.0,>1000DM,1_to_4yrs,3,male_married/widowed,None,3,building_society_savings_agreement/life_insurance,61.0,stores,own,2,skilled_employee/official,1,none,yes,1
450,None,36,Critical_acct_other_credits_existing,used_car,665.3712184056258,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,30.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
451,None,6,Existing_credits_paid_till_now,radio/television,3469.0,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,1,real_estate,29.0,none,own,1,skilled_employee/official,1,none,yes,0
452,None,12,No_credits_taken_or_all_paid,furniture/equipment,3206.396456684652,<100DM,>7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,34.0,none,own,2,skilled_employee/official,1,none,yes,0
453,None,24,Existing_credits_paid_till_now,used_car,1305.0,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,35.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
454,zero_checking,24,None,new_car,6814.0,<100DM,4_to_7yrs,2,male_single,co-applicant,3,building_society_savings_agreement/life_insurance,31.0,none,own,1,skilled_employee/official,1,yes,yes,1
455,None,24,Existing_credits_paid_till_now,used_car,2752.0,<100DM,<1yr,4,feemale_divorced/separated/married,None,1,unknown/no_property,29.0,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0
456,0_checking,11,Critical_acct_other_credits_existing,new_car,2490.5130230889717,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,36.0,none,rent,2,skilled_employee/official,2,none,yes,0
457,0_checking,12,Existing_credits_paid_till_now,used_car,9391.94897608877,<100DM,>7yrs,3,male_single,None,4,unknown/no_property,35.0,none,for_free,1,skilled_employee/official,1,yes,yes,1
458,0_checking,6,Existing_credits_paid_till_now,domestic_appliances,3319.0,<100DM,<1yr,4,female_divorced/separated/married,None,1,real_estate,27.0,none,own,1,skilled_employee/official,1,none,yes,0
459,None,18`,None,radio/television,2091.449518207473,<100DM,<1yr,3,male_single,None,2,car_or_other_nonsavings,32.0,none,own,1,skilled_employee/official,1,yes,yes,0
460,zero_checking,36,Existing_credits_paid_till_now,furniture/equipment,1528.2531915489915,<100DM,1_to_4yrs,1,male_single,guarantor,2,building_society_savings_agreement/life_insurance,37.0,none,own,1,skilled_employee/official,2,none,yes,0
